
> neural-bet-predictor@1.0.0 start /home/felipe/neural-bet-predictor
> ts-node src/index.ts

iterations: 500, training error: 0.20648592554040404
iterations: 491500, training error: 0.011976652840601471
iterations: 492000, training error: 0.011976212221692869
iterations: 492500, training error: 0.011975767159343275
iterations: 493000, training error: 0.011975322674074883
iterations: 493500, training error: 0.011974879134277722
iterations: 494000, training error: 0.011974434201700647
iterations: 494500, training error: 0.011973984458241537
iterations: 495000, training error: 0.011973534513691335
iterations: 495500, training error: 0.011973082978666033
iterations: 496000, training error: 0.011972628283092292
iterations: 496500, training error: 0.011972167008511737
iterations: 497000, training error: 0.011971703853525273
iterations: 497500, training error: 0.011971248753031002
iterations: 498000, training error: 0.011970797145541431
iterations: 498500, training error: 0.011970346955402719
iterations: 499000, training error: 0.011969891552018582
iterations: 499500, training error: 0.011969429277358962
iterations: 500000, training error: 0.01196896534998217
Casa +0,5
Chance do time da casa fazer gol: 0.987
Chance do time da casa fazer gol: 0.991
Chance do time da casa fazer gol: 0.042
Chance do time da casa fazer gol: 0.003
Chance do time da casa fazer gol: 0.991
